"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Type/Subtype","Info"
"549","8.641807908","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.3","1130","-26 dBm,-32 dBm,-26 dBm","52","","-26 dBm","QoS Data","Application Data, Application Data"
"550","8.641812611","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.3","201","-26 dBm,-32 dBm,-26 dBm","52","","-26 dBm","QoS Data","Application Data"
"553","8.642386265","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","175","-25 dBm,-31 dBm,-25 dBm","39","","-25 dBm","QoS Data","Protected Payload (KP0)"
"554","8.642389959","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-25 dBm,-31 dBm,-25 dBm","39","","-25 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2319 Win=71168 Len=0 TSval=2495363460 TSecr=3482142230"
"555","8.642393130","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-25 dBm,-31 dBm,-25 dBm","39","","-25 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2411 Win=71168 Len=0 TSval=2495363460 TSecr=3482142231"
"556","8.642397089","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","1130","-25 dBm,-31 dBm,-25 dBm","39","","-25 dBm","QoS Data","[TCP Retransmission] 443  >  58880 [PSH, ACK] Seq=1465 Ack=2411 Win=71168 Len=960 TSval=2495363461 TSecr=3482142231"
"557","8.642401987","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","201","-25 dBm,-31 dBm,-25 dBm","39","","-25 dBm","QoS Data","[TCP Retransmission] 443  >  58880 [PSH, ACK] Seq=2425 Ack=2411 Win=71168 Len=31 TSval=2495363461 TSecr=3482142231"
"560","8.643172720","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","175","-25 dBm,-31 dBm,-25 dBm","26","","-25 dBm","QoS Data","Protected Payload (KP0)"
"561","8.643178686","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-25 dBm,-31 dBm,-25 dBm","26","","-25 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2319 Win=71168 Len=0 TSval=2495363460 TSecr=3482142230"
"562","8.643182169","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-25 dBm,-31 dBm,-25 dBm","26","","-25 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2411 Win=71168 Len=0 TSval=2495363460 TSecr=3482142231"
"563","8.643185874","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","1130","-25 dBm,-31 dBm,-25 dBm","26","","-25 dBm","QoS Data","[TCP Retransmission] 443  >  58880 [PSH, ACK] Seq=1465 Ack=2411 Win=71168 Len=960 TSval=2495363461 TSecr=3482142231"
"564","8.643192544","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","201","-25 dBm,-31 dBm,-25 dBm","26","","-25 dBm","QoS Data","[TCP Retransmission] 443  >  58880 [PSH, ACK] Seq=2425 Ack=2411 Win=71168 Len=31 TSval=2495363461 TSecr=3482142231"
"569","8.645404695","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TCP","170","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58880  >  443 [ACK] Seq=5676 Ack=2456 Win=2032 Len=0 TSval=3482142277 TSecr=2495363461"
"573","8.646623476","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:81b::200a","QUIC","179","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=ece984a730c28393"
"574","8.646627651","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TLSv1.3","201","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Application Data"
"633","12.585274120","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","[TCP ACKed unseen segment] [TCP Previous segment not captured] , Continuation Data"
"634","12.585299118","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"635","12.585308503","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"636","12.585312800","103.25.231.30","192.168.33.211","TCP","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","443  >  58879 [ACK] Seq=863541 Ack=4856 Win=42368 Len=1306 TSval=898421541 TSecr=2942639085"
"637","12.585317045","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"638","12.585320931","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"639","12.585325364","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"640","12.585329426","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"641","12.585334558","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"642","12.585337414","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"643","12.585340303","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"644","12.585343060","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"645","12.585346778","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"646","12.585350352","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"647","12.585354256","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"648","12.585357505","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"649","12.585360247","103.25.231.30","192.168.33.211","SSL","1456","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","Continuation Data"
"655","12.589623982","192.168.33.211","103.25.231.30","TCP","150","-36 dBm,-43 dBm,-36 dBm","144.444","","-36 dBm","QoS Data","[TCP ACKed unseen segment] [TCP Previous segment not captured] 58879  >  443 [ACK] Seq=4856 Ack=881825 Win=5190 Len=0 TSval=2942639259 TSecr=898421541"
"659","12.625095183","103.25.231.30","192.168.33.211","SSL","1456","-33 dBm,-39 dBm,-33 dBm","19.5","","-33 dBm","QoS Data","Continuation Data"
"660","12.625122047","103.25.231.30","192.168.33.211","SSL","1456","-33 dBm,-39 dBm,-33 dBm","19.5","","-33 dBm","QoS Data","Continuation Data"
"661","12.625126951","103.25.231.30","192.168.33.211","SSL","1456","-33 dBm,-39 dBm,-33 dBm","19.5","","-33 dBm","QoS Data","Continuation Data"
"662","12.625131428","103.25.231.30","192.168.33.211","SSL","1456","-33 dBm,-39 dBm,-33 dBm","19.5","","-33 dBm","QoS Data","Continuation Data"
"663","12.625136198","103.25.231.30","192.168.33.211","SSL","1456","-33 dBm,-39 dBm,-33 dBm","19.5","","-33 dBm","QoS Data","Continuation Data"
"664","12.625140447","103.25.231.30","192.168.33.211","SSL","1456","-33 dBm,-39 dBm,-33 dBm","19.5","","-33 dBm","QoS Data","Continuation Data"
